i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,i15_seen
美国,1731,大陆之所以漂移,8.7,2010,史蒂夫·马蒂诺,"喜剧,动画,短片",3,美国,8327,5433231,https://movie.douban.com/subject/5433231/,http://www.imdb.com/title/tt1791596,3033,,
德国,1732,快乐的人们,8.7,2010,Dmitry Vasyukov,纪录片,90,德国,901,6536657,https://movie.douban.com/subject/6536657/,http://www.imdb.com/title/tt1683876,3221,,
挪威,1733,大西洋号角,8.7,2010,Hallvar Witz?,"剧情,喜剧,短片",25,挪威,230,7067700,https://movie.douban.com/subject/7067700/,http://www.imdb.com/title/tt2061843,19114,,
美国,1734,飓风,8.7,2010,杰瑞德·莱托,"短片,音乐",13,美国,226,21346490,https://movie.douban.com/subject/21346490/,,24918,,
日本,1735,无头骑士异闻录：天网恢恢,8.7,2010,大森贵弘,动画,25,日本,883,25949814,https://movie.douban.com/subject/25949814/,http://www.imdb.com/title/tt2061043,11212,,
日本,1736,四月一日灵异事件簿：春梦记,8.7,2009,水岛努,"剧情,动画,悬疑",29,日本,6177,3154176,https://movie.douban.com/subject/3154176/,http://www.imdb.com/title/tt1263772,7077,,
英国,1737,愚昧年代,8.7,2009,Franny Armstrong,"纪录片,历史,战争",92,英国,6841,3287613,https://movie.douban.com/subject/3287613/,http://www.imdb.com/title/tt1300563,1095,,
日本,1738,永不放弃,8.7,2009,吉田健,剧情,106,日本,4679,3542615,https://movie.douban.com/subject/3542615/,http://www.imdb.com/title/tt1523435,9931,,
美国,1739,就是这样,8.7,2009,肯尼·奥特加,"纪录片,音乐",111,美国,75466,3920977,https://movie.douban.com/subject/3920977/,http://www.imdb.com/title/tt1477715,10422,,
英国,1740,披头士·时光印记,8.7,2009,鲍勃·斯米顿,"纪录片,音乐",58,英国,1782,4194983,https://movie.douban.com/subject/4194983/,http://www.imdb.com/title/tt1512238,2289,,
奥地利,1741,维也纳儿童合唱团----丝路：时光漫步之旅,8.7,2009,Curt Faudon 柯特.弗东,,,奥地利,224,4217214,https://movie.douban.com/subject/4217214/,,19347,,
中国,1742,李献计历险记,8.7,2009,李阳,"动画,短片",20,中国,86236,4226741,https://movie.douban.com/subject/4226741/,http://www.imdb.com/title/tt5578886,15954,,1
英国,1743,BBC,8.7,2009,BBC,纪录片,60,英国,70,4303603,https://movie.douban.com/subject/4303603/,,4861,,
中国大陆,1744,大明宫,8.7,2009,金铁木,纪录片,30,中国大陆,8224,5356803,https://movie.douban.com/subject/5356803/,http://www.imdb.com/title/tt1527815,3582,,
英国,1745,凯特秀之奶奶的圣诞颂歌,8.7,2009,Gordon Anderson (I),喜剧,50,英国,341,5500594,https://movie.douban.com/subject/5500594/,http://www.imdb.com/title/tt1157796,13940,,
伊朗,1746,麻雀之歌,8.7,2008,马基德·马基迪,剧情,96,伊朗,2762,2138467,https://movie.douban.com/subject/2138467/,http://www.imdb.com/title/tt0997246,21950,,
香港,1747,张纯如——南京大屠杀,8.7,2008,Anne Pick,纪录片,104,香港 / 加拿大,2974,2305280,https://movie.douban.com/subject/2305280/,http://www.imdb.com/title/tt1218513,3336,,
日本,1748,实境之旅：东京夜景,8.7,2008,日本NHK,纪录片,76,日本 / 英国,98,2333593,https://movie.douban.com/subject/2333593/,,20991,,
以色列,1749,和巴什尔跳华尔兹,8.7,2008,阿里·福尔曼,"动画,纪录片,传记",90,以色列 / 德国 / 法国 / 美国 / 芬兰 / 瑞士 / 比利时 / 澳大利亚,12292,3047617,https://movie.douban.com/subject/3047617/,http://www.imdb.com/title/tt1185616,13244,,
美国,1750,航空母舰,8.7,2008,Maro Chermayeff,,,美国,118,3056290,https://movie.douban.com/subject/3056290/,http://www.imdb.com/title/tt1224387,4712,,
英国,1751,不夜周末,8.7,2008,Saam Farahmand,"纪录片,音乐",,英国 / 比利时,67,3066805,https://movie.douban.com/subject/3066805/,http://www.imdb.com/title/tt1224448,4889,,
日本,1752,空之境界,8.7,2008,泷口祯一,动画,45,日本,12703,3077701,https://movie.douban.com/subject/3077701/,http://www.imdb.com/title/tt1233474,4824,,
法国,1753,阿涅斯的海滩,8.7,2008,阿涅斯·瓦尔达,"纪录片,传记",110,法国,2861,3162138,https://movie.douban.com/subject/3162138/,http://www.imdb.com/title/tt1129435,7299,,
法国,1754,孟山都公司眼中的世界,8.7,2008,Marie-Monique Robin,纪录片,,法国 / 加拿大 / 德国,1861,3163541,https://movie.douban.com/subject/3163541/,http://www.imdb.com/title/tt1189345,679,,
韩国,1755,牛铃之声,8.7,2008,李忠烈,纪录片,79,韩国,1765,3326761,https://movie.douban.com/subject/3326761/,http://www.imdb.com/title/tt1334549,15397,,
香港,1756,东邪西毒：终极版,8.7,2008,王家卫,"剧情,动作,爱情",93,香港 / 中国大陆 / 台湾,87013,3726072,https://movie.douban.com/subject/3726072/,,325,,1
韩国,1757,被上帝遗忘的孩子,8.7,2008,李乘俊,纪录片,90,韩国 / 尼泊尔,198,3917296,https://movie.douban.com/subject/3917296/,http://www.imdb.com/title/tt1447951,9897,,
美国,1758,视觉声学,8.7,2008,Eric Bricker,纪录片,83,美国,81,4059652,https://movie.douban.com/subject/4059652/,http://www.imdb.com/title/tt1233611,10416,,
法国,1759,爱的真谛,8.7,2008,Renaud Bertrand,"剧情,爱情",200,法国,527,4059976,https://movie.douban.com/subject/4059976/,http://www.imdb.com/title/tt1183695,9875,,
日本,1760,次元爆弹,8.7,2008,森本晃司,,19,日本,312,19969209,https://movie.douban.com/subject/19969209/,,1322,,
英国,1761,传奇字体,8.7,2007,Gary Hustwit,纪录片,80,英国,3094,1937190,https://movie.douban.com/subject/1937190/,http://www.imdb.com/title/tt0847817,4107,,
日本,1762,永远的三丁目的夕阳2,8.7,2007,山崎贵,剧情,146,日本,12282,1980825,https://movie.douban.com/subject/1980825/,http://www.imdb.com/title/tt0953981,1730,,
英国,1763,斯图尔特：倒带人生,8.7,2007,戴维·阿特伍德,剧情,90,英国,22780,2133337,https://movie.douban.com/subject/2133337/,http://www.imdb.com/title/tt0853153,7510,,
美国,1764,镜头里的人生：肖像摄影大师安妮·莱博维茨,8.7,2007,Barbara Leibovitz,"纪录片,传记,历史",90,美国,2724,2143781,https://movie.douban.com/subject/2143781/,http://www.imdb.com/title/tt0887304,3111,,
英国,1765,JK罗琳,8.7,2007,James Runcie,纪录片,47,英国,716,2158565,https://movie.douban.com/subject/2158565/,http://www.imdb.com/title/tt1071246,10197,,
USA,1766,机器肉鸡：星战特辑,8.7,2007,Seth Green,"喜剧,科幻,动画",30,USA,324,2160700,https://movie.douban.com/subject/2160700/,http://www.imdb.com/title/tt1020990,20589,,
日本,1767,冬之蝉,8.7,2007,伊藤真朱,"剧情,动画,同性",,日本,6360,2286133,https://movie.douban.com/subject/2286133/,,11755,,
日本,1768,爱犬的奇迹,8.7,2007,猪股隆一,"剧情,灾难",124,日本,9959,2357302,https://movie.douban.com/subject/2357302/,http://www.imdb.com/title/tt1921012,716,,
日本,1769,河童之夏,8.7,2007,原惠一,"剧情,动画",138,日本,44148,2982823,https://movie.douban.com/subject/2982823/,http://www.imdb.com/title/tt1179773,4092,,
英国,1770,垃圾勇士,8.7,2007,Oliver Hodge,纪录片,86,英国,672,3021213,https://movie.douban.com/subject/3021213/,http://www.imdb.com/title/tt1104694,2557,,
日本,1771,圣母在上OVA3：凉风飒飒,8.7,2007,Yukihiro Matsushita,动画,,日本,357,3258044,https://movie.douban.com/subject/3258044/,http://www.imdb.com/title/tt1164611,14500,,
香港,1772,问—大陆小学,8.7,2007,張虹,"纪录片,短片",31,香港,40,3284244,https://movie.douban.com/subject/3284244/,,13109,,
英国,1773,小不列颠：澳大利亚,8.7,2007,Mike Christie,纪录片,60,英国,35,3309373,https://movie.douban.com/subject/3309373/,http://www.imdb.com/title/tt1169149,14828,,
美国,1774,星期六的地图,8.7,2007,Brook Silva-Braga,纪录片,90,美国,1243,3572062,https://movie.douban.com/subject/3572062/,http://www.imdb.com/title/tt1024964,5914,,
美国,1775,神奇的人体机器,8.7,2007,Arthur F. Binkowski,纪录片,93,美国,244,3926830,https://movie.douban.com/subject/3926830/,http://www.imdb.com/title/tt1125192,2927,,
日本,1776,猫的集会,8.7,2007,新海诚,"动画,短片,奇幻",1,日本,7928,21945191,https://movie.douban.com/subject/21945191/,http://www.imdb.com/title/tt3210416,5460,,
英国,1777,伯特伦旅馆之谜,8.7,2007,丹·泽夫,"悬疑,犯罪",93,英国,489,24380749,https://movie.douban.com/subject/24380749/,http://www.imdb.com/title/tt0906049,23046,,
美国,1778,难以忽视的真相,8.7,2006,戴维斯·古根海姆,纪录片,96,美国,22104,1474405,https://movie.douban.com/subject/1474405/,http://www.imdb.com/title/tt0497116,465,,
法国,1779,白色星球,8.7,2006,Jean Lemire,纪录片,86,法国 / 加拿大,3374,1899767,https://movie.douban.com/subject/1899767/,http://www.imdb.com/title/tt0474297,559,,
日本,1780,种下星星的日子,8.7,2006,宫崎骏,"动画,短片",16,日本,927,1940452,https://movie.douban.com/subject/1940452/,http://www.imdb.com/title/tt0756217,13941,,
美国,1781,松鼠，坚果和时间机器,8.7,2006,克里斯·雷纳德,"动画,短片",7,美国,32918,1963070,https://movie.douban.com/subject/1963070/,http://www.imdb.com/title/tt0902999,1656,,
法国,1782,围困城堡,8.7,2006,Philippe Calderon,纪录片,82,法国 / 加拿大,1092,2034982,https://movie.douban.com/subject/2034982/,http://www.imdb.com/title/tt0474427,2508,,
委内瑞拉,1783,去演奏,8.7,2006,Alberto Arvelo Mendoza,纪录片,,委内瑞拉,66,3023717,https://movie.douban.com/subject/3023717/,http://www.imdb.com/title/tt0810049,19431,,
日本,1784,狗狗物語,8.7,2006,上津原伸介,"纪录片,短片",,日本,120,3892471,https://movie.douban.com/subject/3892471/,,7234,,
英国,1785,培根：男人与竞技场,8.7,2006,Adam Low,,,英国,78,4060797,https://movie.douban.com/subject/4060797/,http://www.imdb.com/title/tt1179828,13239,,
日本,1786,女王的教室特别篇,8.7,2006,大冢恭司,剧情,96,日本,2889,6534057,https://movie.douban.com/subject/6534057/,,24782,,
美国,1787,铁拳男人,8.7,2005,朗·霍华德,"剧情,家庭,传记,运动",144,美国,27032,1418519,https://movie.douban.com/subject/1418519/,http://www.imdb.com/title/tt0352248,453,,
美国,1788,电风扇和花,8.7,2005,比尔·普莱姆顿,"动画,短片",,美国,10984,1470732,https://movie.douban.com/subject/1470732/,http://www.imdb.com/title/tt0469078,2802,,
英国,1789,与巨兽同行,8.7,2005,Tim Haines,纪录片,87,英国,539,1760875,https://movie.douban.com/subject/1760875/,http://www.imdb.com/title/tt0490048,1925,,
法国,1790,大宁静,8.7,2005,Philip Gr?ning,纪录片,169,法国 / 瑞士 / 德国,476,1767595,https://movie.douban.com/subject/1767595/,http://www.imdb.com/title/tt0478160,5128,,
日本,1791,奇诺之旅,8.7,2005,渡部高志,"动画,短片",29,日本,2835,1868515,https://movie.douban.com/subject/1868515/,http://www.imdb.com/title/tt0471767,4299,,
美国,1792,Ray,8.7,2005,雷·哈里豪森,纪录片,,美国,52,1898045,https://movie.douban.com/subject/1898045/,http://www.imdb.com/title/tt0449636,14328,,
阿根廷,1793,爱尔莎和弗雷德,8.7,2005,Marcos Carnevale,"剧情,喜剧,爱情",108,阿根廷 / 西班牙,132,1902193,https://movie.douban.com/subject/1902193/,http://www.imdb.com/title/tt0453047,16990,,
美国,1794,三十天,8.7,2005,Morgan Spurlock,纪录片,60,美国,137,2068327,https://movie.douban.com/subject/2068327/,http://www.imdb.com/title/tt0437696,4647,,
France,1795,Signé,8.7,2005,Lo?c Prigent,纪录片,,France,130,2144206,https://movie.douban.com/subject/2144206/,http://www.imdb.com/title/tt1014516,13232,,
UK,1796,吉米的圣诞大餐,8.7,2005,Tom Tagholm,,,UK,80,2269934,https://movie.douban.com/subject/2269934/,http://www.imdb.com/title/tt0968745,16888,,
日本,1797,百变之星,8.7,2005,佐藤順一,动画,51,日本,211,3175460,https://movie.douban.com/subject/3175460/,,15987,,
挪威,1798,麦田怪圈,8.7,2005,Terje Toftenes,"科幻,悬疑,纪录片",72,挪威,390,3897842,https://movie.douban.com/subject/3897842/,http://www.imdb.com/title/tt0848272,3276,,
美国,1799,神迹,8.7,2004,约瑟夫·萨金特,"剧情,传记",110,美国,5349,1401196,https://movie.douban.com/subject/1401196/,http://www.imdb.com/title/tt0386792,23712,,
英国,1800,米开朗基罗,8.7,2004,Tim Dunn,传记,120,英国,397,1441903,https://movie.douban.com/subject/1441903/,http://www.imdb.com/title/tt0437713,13665,,
中国大陆,1801,幼儿园,8.7,2004,张以庆,纪录片,,中国大陆,24215,1761172,https://movie.douban.com/subject/1761172/,,2769,,
中国台湾,1802,海洋热,8.7,2004,陈龙男,,,中国台湾,1277,1823360,https://movie.douban.com/subject/1823360/,,16901,,
日本,1803,海豚便利店,8.7,2004,大地丙太郎,动画,,日本,640,1945858,https://movie.douban.com/subject/1945858/,,7583,,
台湾,1804,无米乐,8.7,2004,颜兰权,纪录片,112,台湾,554,2000675,https://movie.douban.com/subject/2000675/,,8105,,
美国,1805,演员工作室：凯特·温丝莱特,8.7,2004,Jeff Wurtz,纪录片,45,美国,113,2368615,https://movie.douban.com/subject/2368615/,http://www.imdb.com/title/tt0611207,21546,,
英国,1806,幽灵捕捉计划——寻找中微子,8.7,2004,Jemima Harrison,纪录片,,英国,50,5809762,https://movie.douban.com/subject/5809762/,http://www.imdb.com/title/tt0605174,5443,,
法国,1807,疯狂约会美丽都,8.7,2003,西维亚·乔迈,"喜剧,动画",80,法国 / 比利时 / 加拿大 / 英国 / 拉脱维亚,50390,1291565,https://movie.douban.com/subject/1291565/,http://www.imdb.com/title/tt0286244,368,,
德国,1808,再见列宁,8.7,2003,沃尔夫冈·贝克 ,"剧情,家庭",121,德国,55568,1292055,https://movie.douban.com/subject/1292055/,http://www.imdb.com/title/tt0301357,796,,
美国,1809,黑客帝国动画版,8.7,2003,钟彼得,"剧情,动作,科幻,动画",102,美国,30166,1292347,https://movie.douban.com/subject/1292347/,http://www.imdb.com/title/tt0328832,929,,1
法国,1810,生死花园,8.7,2003,让·贝克,剧情,95,法国,1465,1301856,https://movie.douban.com/subject/1301856/,http://www.imdb.com/title/tt0285052,22757,,
英国,1811,冰峰168小时,8.7,2003,凯文·麦克唐纳,"剧情,纪录片,冒险,运动",106,英国,5152,1310165,https://movie.douban.com/subject/1310165/,http://www.imdb.com/title/tt0379557,2194,,
德国,1812,布鲁斯之魂,8.7,2003,维姆·文德斯,"纪录片,音乐",100,德国 / 美国,453,1432660,https://movie.douban.com/subject/1432660/,http://www.imdb.com/title/tt0368287,3012,,
美国,1813,影响电影界的七十年代,8.7,2003,泰德·戴米,"纪录片,历史",138,美国,57,1441629,https://movie.douban.com/subject/1441629/,http://www.imdb.com/title/tt0342275,12091,,
美国,1814,The,8.7,2003,Spike Jonze,"纪录片,短片",30,美国,205,1548241,https://movie.douban.com/subject/1548241/,http://www.imdb.com/title/tt0386124,11612,,
加拿大,1815,约翰福音,8.7,2003,Philip Saville,"剧情,传记,历史",125,加拿大 / 英国,284,1987280,https://movie.douban.com/subject/1987280/,http://www.imdb.com/title/tt0377992,12175,,
美国,1816,虚拟程序,8.7,2003,川尻善昭,"动作,科幻,短片",,美国,2964,2049547,https://movie.douban.com/subject/2049547/,http://www.imdb.com/title/tt0366178,1888,,
North,1817,送还,8.7,2003,金東元,纪录片,149,North Korea / 韩国,43,2058715,https://movie.douban.com/subject/2058715/,http://www.imdb.com/title/tt0390425,8502,,
日本,1818,我的妹妹小桃子,8.7,2003,四分一节子 Setsuko Shibuichi,"动画,儿童",78,日本,649,2082176,https://movie.douban.com/subject/2082176/,http://www.imdb.com/title/tt0829238,23717,,
美国,1819,孟菲斯之路,8.7,2003,Richard Pearce,"纪录片,音乐",88,美国,85,3025993,https://movie.douban.com/subject/3025993/,http://www.imdb.com/title/tt1065626,5348,,
美国,1820,麻辣女孩：时间危机,8.7,2003,Steve Loter,"动画,儿童",66,美国,739,3080904,https://movie.douban.com/subject/3080904/,http://www.imdb.com/title/tt0389074,22609,,
美国,1821,教父与教子,8.7,2003,Marc Levin,"纪录片,音乐",96,美国,53,3360665,https://movie.douban.com/subject/3360665/,http://www.imdb.com/title/tt1065623,6020,,
美国,1822,弗里达,8.7,2002,朱丽·泰莫,"剧情,爱情,传记",123,美国 / 墨西哥 / 加拿大,25928,1291852,https://movie.douban.com/subject/1291852/,http://www.imdb.com/title/tt0120679,1110,,
西班牙,1823,莎乐美,8.7,2002,卡洛斯·绍拉,剧情,85,西班牙,2164,1303914,https://movie.douban.com/subject/1303914/,http://www.imdb.com/title/tt0332743,4385,,
日本,1824,黄昏的清兵卫,8.7,2002,山田洋次,"剧情,爱情",129,日本,15327,1307306,https://movie.douban.com/subject/1307306/,http://www.imdb.com/title/tt0351817,3961,,
美国,1825,打破沉默,8.7,2002,帕维尔·丘赫莱伊,纪录片,,美国 / 阿根廷 / 捷克 / 匈牙利 / 波兰 / 俄罗斯,82,1424775,https://movie.douban.com/subject/1424775/,http://www.imdb.com/title/tt0315652,5763,,
Canada,1826,古尔德的俄罗斯之旅,8.7,2002,Yosif Feyginberg,,,Canada,91,1783062,https://movie.douban.com/subject/1783062/,http://www.imdb.com/title/tt0388088,14175,,
美国,1827,南京大屠杀,8.7,2002,陆达路,,,美国,425,2215884,https://movie.douban.com/subject/2215884/,,16400,,
香港,1828,大你,8.7,2002,陳國熹,"纪录片,音乐",,香港,245,2238915,https://movie.douban.com/subject/2238915/,,18871,,
中国大陆,1829,幸福生活,8.7,2002,蒋樾,纪录片,95,中国大陆,163,3141467,https://movie.douban.com/subject/3141467/,http://www.imdb.com/title/tt0365949,10906,,
俄罗斯,1830,肉,8.7,2002,斯拉夫罗斯,剧情,14,俄罗斯,296,5364966,https://movie.douban.com/subject/5364966/,,24943,,
美国,1831,故乡的天空,8.7,2001,亚当·阿金,剧情,98,美国,300,1298766,https://movie.douban.com/subject/1298766/,http://www.imdb.com/title/tt0284334,14226,,
美国,1832,摇滚芭比,8.7,2001,约翰·卡梅隆·米切尔,"剧情,喜剧,同性,音乐",95,美国,4953,1301926,https://movie.douban.com/subject/1301926/,http://www.imdb.com/title/tt0248845,1344,,
日本,1833,猫汤,8.7,2001,佐藤竜雄,"动画,短片,奇幻",33,日本,37549,1457707,https://movie.douban.com/subject/1457707/,http://www.imdb.com/title/tt0385586,542,,
中国大陆,1834,了凡四训,8.7,2001,郑大圣,纪录片,45,中国大陆 / 中国大陆,1045,2029103,https://movie.douban.com/subject/2029103/,,12659,,
