i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop
英国,3103,菲洛梅娜,8.4,2013,斯蒂芬·弗雷斯,"剧情,同性,家庭,传记",98,英国 / 美国 / 法国,18230,19973780,https://movie.douban.com/subject/19973780/,http://www.imdb.com/title/tt2431286,1594,,
中国大陆,3104,舌尖上的新年,8.4,2016,陈磊,纪录片,89,中国大陆,18058,25894885,https://movie.douban.com/subject/25894885/,http://www.imdb.com/title/tt5356308,315,,
美国,3105,弗兰西丝·哈,8.4,2012,诺亚·鲍姆巴赫,"剧情,喜剧",86,美国,18001,11527487,https://movie.douban.com/subject/11527487/,http://www.imdb.com/title/tt2347569,1709,,
英国,3106,放大,8.4,1966,米开朗基罗·安东尼奥尼,"剧情,悬疑,惊悚",111,英国 / 意大利 / 美国,17741,1310176,https://movie.douban.com/subject/1310176/,http://www.imdb.com/title/tt0060176,3502,,
美国,3107,猎鹿人,8.4,1978,迈克尔·西米诺,"剧情,战争",182,美国 / 英国,17593,1292403,https://movie.douban.com/subject/1292403/,http://www.imdb.com/title/tt0077416,1382,,
美国,3108,激辩风云,8.4,2007,丹泽尔·华盛顿,"剧情,传记",126,美国,16921,2077287,https://movie.douban.com/subject/2077287/,http://www.imdb.com/title/tt0427309,1350,,
美国,3109,神奇飞书,8.4,2011,威廉·乔西,"剧情,动画,短片,冒险",15,美国,16055,6902929,https://movie.douban.com/subject/6902929/,http://www.imdb.com/title/tt1778342,2152,,
德国,3110,第四公民,8.4,2014,劳拉·珀特阿斯,"纪录片,传记",114,德国 / 美国 / 英国,14494,26059437,https://movie.douban.com/subject/26059437/,http://www.imdb.com/title/tt4044364,1481,,
韩国,3111,高地战,8.4,2011,张勋,"剧情,战争",133,韩国,14025,4328443,https://movie.douban.com/subject/4328443/,http://www.imdb.com/title/tt2007387,7736,,
美国,3112,家庭大改造,8.4,2010,Kyle Balda,"喜剧,动画,短片",,美国,13969,5681026,https://movie.douban.com/subject/5681026/,http://www.imdb.com/title/tt1830633,6668,,
日本,3113,异邦人：无皇刃谭,8.4,2007,安藤真裕,"动作,动画,冒险",103,日本,13398,2277204,https://movie.douban.com/subject/2277204/,http://www.imdb.com/title/tt1121794,3140,,
韩国,3114,绿洲,8.4,2002,李沧东,"剧情,爱情",132,韩国,12948,1299582,https://movie.douban.com/subject/1299582/,http://www.imdb.com/title/tt0320193,4389,,
美国,3115,世界因爱而生,8.4,2007,Bruce Branit,"爱情,科幻,短片",,美国,12900,3728249,https://movie.douban.com/subject/3728249/,http://www.imdb.com/title/tt1419113,16131,,
中国,3116,天狗,8.4,2006,戚健,剧情,101,中国,12277,1947270,https://movie.douban.com/subject/1947270/,http://www.imdb.com/title/tt0830838,5701,,
日本,3117,东京日和,8.4,1997,竹中直人,剧情,121,日本,11321,1299607,https://movie.douban.com/subject/1299607/,http://www.imdb.com/title/tt0123302,3912,,
日本,3118,玉子爱情故事,8.4,2014,山田尚子,"喜剧,爱情,动画",83,日本,10378,25796222,https://movie.douban.com/subject/25796222/,http://www.imdb.com/title/tt3413018,11989,,
美国,3119,测谎仪,8.4,2011,Paul Emerson,"喜剧,短片,同性",,美国,9843,10830069,https://movie.douban.com/subject/10830069/,http://www.imdb.com/title/tt1914302,16419,,
法国,3120,独行杀手,8.4,1967,让-皮埃尔·梅尔维尔,"剧情,悬疑,惊悚,犯罪",105,法国 / 意大利,9810,1300966,https://movie.douban.com/subject/1300966/,http://www.imdb.com/title/tt0062229,1260,,
美国,3121,企鹅帮圣诞恶搞历险记,8.4,2005,加里·特洛斯达勒,"喜剧,动画,短片",12,美国,9744,1906298,https://movie.douban.com/subject/1906298/,http://www.imdb.com/title/tt0484439,9795,,
瑞典,3122,处女泉,8.4,1960,英格玛·伯格曼,"剧情,犯罪",89,瑞典,9428,1293156,https://movie.douban.com/subject/1293156/,http://www.imdb.com/title/tt0053976,11423,,
美国,3123,逍遥骑士,8.4,1969,丹尼斯·霍珀,剧情,95,美国,9160,1297646,https://movie.douban.com/subject/1297646/,http://www.imdb.com/title/tt0064276,11952,,
美国,3124,小公主,8.4,1939,沃尔特·朗,"剧情,喜剧,歌舞,家庭",93,美国,8644,1292737,https://movie.douban.com/subject/1292737/,http://www.imdb.com/title/tt0031580,1468,,
台湾,3125,冬冬的假期,8.4,1984,侯孝贤,剧情,93,台湾,8497,1299103,https://movie.douban.com/subject/1299103/,http://www.imdb.com/title/tt0087164,1010,,
日本,3126,蜘蛛巢城,8.4,1957,黑泽明,"剧情,动作,惊悚,战争,奇幻",110,日本,8405,1294827,https://movie.douban.com/subject/1294827/,http://www.imdb.com/title/tt0050613,913,,
英国,3127,进化简史,8.4,2010,Jamie Bell,"动画,短片,历史",,英国,7994,4316668,https://movie.douban.com/subject/4316668/,,3029,,
意大利,3128,蚀,8.4,1962,米开朗基罗·安东尼奥尼,"剧情,爱情",126,意大利 / 法国,7831,1293105,https://movie.douban.com/subject/1293105/,http://www.imdb.com/title/tt0056736,3378,,
日本,3129,乱马OVA：邪恶之鬼,8.4,1995,井内秀治,"剧情,动画",29,日本,7768,1766789,https://movie.douban.com/subject/1766789/,http://www.imdb.com/title/tt0183694,17745,,
美国,3130,盖章,8.4,2007,库特·库恩尼,"喜剧,爱情,短片",16,美国,7577,3690419,https://movie.douban.com/subject/3690419/,http://www.imdb.com/title/tt0986272,15271,,
台湾,3131,侠女,8.4,1970,胡金铨,"剧情,动作,武侠,古装",179,台湾 / 香港,7116,1306490,https://movie.douban.com/subject/1306490/,http://www.imdb.com/title/tt0064451,728,,
法国,3132,扒手,8.4,1959,罗伯特·布列松,"剧情,犯罪",75,法国,7014,1303559,https://movie.douban.com/subject/1303559/,http://www.imdb.com/title/tt0053168,3132,,
香港,3133,癫佬正传,8.4,1986,尔冬升,剧情,92,香港,6850,1303823,https://movie.douban.com/subject/1303823/,http://www.imdb.com/title/tt0090940,2399,,
英国,3134,迷情站台,8.4,2007,亚德里安·谢尔高德,"剧情,同性",120,英国,6848,2238297,https://movie.douban.com/subject/2238297/,http://www.imdb.com/title/tt1043903,3058,,
美国,3135,最长的一天,8.4,1962,肯·安纳金,"剧情,动作,历史,战争",178,美国,6777,1293626,https://movie.douban.com/subject/1293626/,http://www.imdb.com/title/tt0056197,603,,
美国,3136,金玉盟,8.4,1957,莱奥·麦卡雷,"剧情,喜剧,爱情",115,美国,6556,1293320,https://movie.douban.com/subject/1293320/,http://www.imdb.com/title/tt0050105,1290,,
香港,3137,投奔怒海,8.4,1982,许鞍华,剧情,109,香港,6554,1296557,https://movie.douban.com/subject/1296557/,http://www.imdb.com/title/tt0084807,2177,,
日本,3138,空之境界,8.4,2011,近藤光,动画,33,日本,6242,5296286,https://movie.douban.com/subject/5296286/,,14995,,
意大利,3139,屋顶上的童年时光,8.4,2006,吉姆·罗斯·斯图尔特,"剧情,家庭",108,意大利,6212,1857175,https://movie.douban.com/subject/1857175/,http://www.imdb.com/title/tt0456041,3661,,
日本,3140,周围的事,8.4,2008,桥口亮辅,"剧情,家庭",140,日本,6172,3105588,https://movie.douban.com/subject/3105588/,http://www.imdb.com/title/tt1245489,3648,,
德国,3141,感化院,8.4,2015,马克·布拉蒙德,剧情,104,德国,6144,26245360,https://movie.douban.com/subject/26245360/,http://www.imdb.com/title/tt3127698,3883,,
美国,3142,爱丽丝梦游仙境,8.4,1951,克莱德·杰洛尼米,"动画,歌舞,奇幻,冒险",75,美国,6111,1310178,https://movie.douban.com/subject/1310178/,http://www.imdb.com/title/tt0043274,8344,,
比利时,3143,第八日,8.4,1996,雅克·范·多梅尔,"剧情,喜剧",118,比利时 / 法国 / 英国,6044,1295507,https://movie.douban.com/subject/1295507/,http://www.imdb.com/title/tt0116581,21131,,
美国,3144,电视台风云,8.4,1976,西德尼·吕美特,剧情,121,美国,5876,1297531,https://movie.douban.com/subject/1297531/,http://www.imdb.com/title/tt0074958,816,,
苏联,3145,飞向太空,8.4,1972,安德烈·塔可夫斯基,"剧情,科幻,悬疑",167,苏联,5861,1300977,https://movie.douban.com/subject/1300977/,http://www.imdb.com/title/tt0069293,673,,
澳大利亚,3146,第十三层,8.4,1988,克里斯·罗哈,恐怖,100,澳大利亚,5815,1303164,https://movie.douban.com/subject/1303164/,http://www.imdb.com/title/tt0094591,1128,,
中国大陆,3147,一指城,8.4,2015,曹润泽,"动画,短片",9,中国大陆,5650,26581251,https://movie.douban.com/subject/26581251/,,20142,,
美国,3148,秘密花园,8.4,1993,阿格涅丝卡·霍兰,"剧情,家庭,奇幻",101,美国,5611,1302133,https://movie.douban.com/subject/1302133/,http://www.imdb.com/title/tt0108071,14973,,
芬兰,3149,列宁格勒牛仔征美记,8.4,1989,阿基·考里斯马基,"喜剧,音乐",78,芬兰 / 瑞典,5578,1316560,https://movie.douban.com/subject/1316560/,http://www.imdb.com/title/tt0097728,10774,,
法国,3150,画之国,8.4,2011,让-弗朗索瓦·拉吉奥,"动画,奇幻",80,法国,5134,6877520,https://movie.douban.com/subject/6877520/,http://www.imdb.com/title/tt1891769,7776,,
美国,3151,篮球小皇帝,8.4,2008,克里斯托弗· 贝尔曼,"纪录片,运动",105,美国,5117,3206681,https://movie.douban.com/subject/3206681/,http://www.imdb.com/title/tt1286821,19862,,
台湾,3152,艾草,8.4,2008,姜秀琼,"剧情,同性,家庭",85,台湾,5072,3113588,https://movie.douban.com/subject/3113588/,http://www.imdb.com/title/tt1405358,18864,,
美国,3153,大逃亡,8.4,1963,约翰·斯特奇斯,"剧情,历史,冒险",172,美国,5040,1294947,https://movie.douban.com/subject/1294947/,http://www.imdb.com/title/tt0057115,3515,,
香港,3154,客途秋恨,8.4,1990,许鞍华,剧情,96,香港 / 台湾,5000,1308304,https://movie.douban.com/subject/1308304/,http://www.imdb.com/title/tt0099927,741,,
中国大陆,3155,405谋杀案,8.4,1980,沈耀庭,"悬疑,惊悚",97,中国大陆,4915,1303698,https://movie.douban.com/subject/1303698/,http://www.imdb.com/title/tt0339981,19083,,
中国,3156,一江春水向东流,8.4,1947,蔡楚生,剧情,192,中国,4832,1389915,https://movie.douban.com/subject/1389915/,http://www.imdb.com/title/tt0040009,3525,,
西德,3157,恐惧吞噬灵魂,8.4,1974,赖纳·维尔纳·法斯宾德,"剧情,爱情",93,西德,4762,1294092,https://movie.douban.com/subject/1294092/,http://www.imdb.com/title/tt0071141,20531,,
法国,3158,一个男人和一个女人,8.4,1966,克劳德·勒鲁什,"剧情,爱情",102,法国,4702,1297606,https://movie.douban.com/subject/1297606/,http://www.imdb.com/title/tt0061138,3923,,
美国,3159,愤怒的葡萄,8.4,1940,约翰·福特,剧情,128,美国,4590,1292465,https://movie.douban.com/subject/1292465/,http://www.imdb.com/title/tt0032551,1533,,
墨西哥,3160,圣山,8.4,1973,亚历桑德罗·佐杜洛夫斯基,"奇幻,冒险",114,墨西哥 / 美国,4495,1401905,https://movie.douban.com/subject/1401905/,http://www.imdb.com/title/tt0071615,16176,,
意大利,3161,我的舅舅,8.4,1958,雅克·塔蒂,喜剧,117,意大利 / 法国,4458,1400829,https://movie.douban.com/subject/1400829/,http://www.imdb.com/title/tt0050706,1100,,
法国,3162,随心所欲,8.4,1962,让-吕克·戈达尔,剧情,80,法国,4442,1296757,https://movie.douban.com/subject/1296757/,http://www.imdb.com/title/tt0056663,2712,,
中国大陆,3163,好死不如赖活着,8.4,2003,陈为军,纪录片,88,中国大陆,4416,1578723,https://movie.douban.com/subject/1578723/,http://www.imdb.com/title/tt0343105,2771,,
法国,3164,游戏规则,8.4,1939,让·雷诺阿,"剧情,喜剧",110,法国,4316,1401261,https://movie.douban.com/subject/1401261/,http://www.imdb.com/title/tt0031885,1266,,
德国,3165,和平战士,8.4,2006,维克多·萨尔瓦,"剧情,爱情,运动",120,德国 / 美国,4276,1772560,https://movie.douban.com/subject/1772560/,http://www.imdb.com/title/tt0438315,21999,,
香港,3166,空山灵雨,8.4,1979,胡金铨,"剧情,武侠,古装",120,香港,4255,1301136,https://movie.douban.com/subject/1301136/,http://www.imdb.com/title/tt0192213,1861,,
日本,3167,砂之女,8.4,1964,敕使河原宏,"剧情,惊悚",123,日本,4209,1295812,https://movie.douban.com/subject/1295812/,http://www.imdb.com/title/tt0058625,8194,,
日本,3168,依巴拉度～时间篇,8.4,2007,井上直久,"动画,短片,奇幻",30,日本,4091,2378756,https://movie.douban.com/subject/2378756/,http://www.imdb.com/title/tt1161426,3081,,
日本,3169,有时可能是列车,8.4,2008,近藤聡乃,"动画,短片",4,日本,4017,4116987,https://movie.douban.com/subject/4116987/,,3264,,
爱沙尼亚,3170,金橘,8.4,2013,萨萨·乌鲁沙泽,"剧情,战争",90,爱沙尼亚 / 格鲁吉亚,3848,24869803,https://movie.douban.com/subject/24869803/,http://www.imdb.com/title/tt2991224,5755,,
美国,3171,海蒂,8.4,1937,埃兰·德万 (Allan Dwan),"剧情,家庭",88,美国,3843,1300860,https://movie.douban.com/subject/1300860/,http://www.imdb.com/title/tt0028988,2934,,
美国,3172,宝贝小情人,8.4,1991,霍华德·齐耶夫,"剧情,喜剧,爱情",102,美国,3829,1299802,https://movie.douban.com/subject/1299802/,http://www.imdb.com/title/tt0102492,12087,,
捷克,3173,爱丽丝,8.4,1988,杨·史云梅耶,"动画,惊悚,奇幻",86,捷克 / 西德 / 瑞士 / 英国,3808,1305817,https://movie.douban.com/subject/1305817/,http://www.imdb.com/title/tt0095715,4576,,
日本,3174,红线,8.4,2010,小池健,"动作,科幻,动画",102,日本,3768,3903715,https://movie.douban.com/subject/3903715/,http://www.imdb.com/title/tt1483797,1516,,
捷克,3175,给我一个爸,8.4,1996,扬·斯维拉克,"剧情,喜剧,音乐",105,捷克 / 英国 / 法国,3726,1303026,https://movie.douban.com/subject/1303026/,http://www.imdb.com/title/tt0116790,5785,,
香港,3176,左右情缘,8.4,1999,张国荣,"剧情,爱情,音乐",66,香港,3706,3732861,https://movie.douban.com/subject/3732861/,,709,,
瑞典,3177,犹在镜中,8.4,1961,英格玛·伯格曼,剧情,89,瑞典,3688,1302488,https://movie.douban.com/subject/1302488/,http://www.imdb.com/title/tt0055499,1744,,
墨西哥,3178,圣血,8.4,1989,亚历桑德罗·佐杜洛夫斯基,"剧情,悬疑,惊悚,恐怖",123,墨西哥 / 意大利,3637,1295255,https://movie.douban.com/subject/1295255/,http://www.imdb.com/title/tt0098253,9466,,
美国,3179,闪亮,8.4,2016,丹尼尔·克劳德·坎波斯,"动画,短片",,美国,3631,26733468,https://movie.douban.com/subject/26733468/,http://www.imdb.com/title/tt5127958,22737,,
台湾,3180,小毕的故事,8.4,1983,陈坤厚,剧情,100,台湾,3521,1305579,https://movie.douban.com/subject/1305579/,http://www.imdb.com/title/tt0085695,955,,
英国,3181,飞行器里的好小伙，或我是怎样花25小时11分从伦敦飞到巴黎,8.4,1965,肯·安纳金,"喜剧,动作,冒险",138,英国,3498,1441189,https://movie.douban.com/subject/1441189/,http://www.imdb.com/title/tt0059797,3131,,
日本,3182,乡村医生,8.4,2007,山村浩二,"动画,短片",21,日本,3420,2301738,https://movie.douban.com/subject/2301738/,http://www.imdb.com/title/tt1118665,1525,,
美国,3183,梵高传,8.4,1956,文森特·明奈利,"剧情,传记",122,美国,3410,1298261,https://movie.douban.com/subject/1298261/,http://www.imdb.com/title/tt0049456,3781,,
古巴,3184,飞不起来的童年,8.4,2014,埃内斯托·达拉纳斯,剧情,108,古巴,3366,25845397,https://movie.douban.com/subject/25845397/,http://www.imdb.com/title/tt3595966,3041,,
日本,3185,春天情书,8.4,1996,森田芳光,"剧情,爱情",118,日本,3343,1858233,https://movie.douban.com/subject/1858233/,http://www.imdb.com/title/tt0115431,4371,,
英国,3186,足迹,8.4,1972,约瑟夫·L·曼凯维奇,"悬疑,惊悚",138,英国 / 美国,3303,1294979,https://movie.douban.com/subject/1294979/,http://www.imdb.com/title/tt0069281,12281,,
法国,3187,乡村牧师日记,8.4,1951,罗伯特·布列松,"剧情,悬疑",115,法国,3223,1401618,https://movie.douban.com/subject/1401618/,http://www.imdb.com/title/tt0042619,3727,,
法国,3188,慕德家一夜,8.4,1969,埃里克·侯麦,剧情,110,法国,3208,1296283,https://movie.douban.com/subject/1296283/,http://www.imdb.com/title/tt0064612,11110,,
美国,3189,漫游者,8.4,2014,Erik Wernquist,"科幻,动画,短片",,美国,3160,26275793,https://movie.douban.com/subject/26275793/,http://www.imdb.com/title/tt4075578,22957,,
美国,3190,小马快跑！,8.4,2013,劳伦·麦克穆伦,"喜剧,动画,短片",6,美国,3110,25662049,https://movie.douban.com/subject/25662049/,http://www.imdb.com/title/tt2980764,4882,,
美国,3191,出水芙蓉,8.4,1952,茂文·勒鲁瓦,"剧情,歌舞,传记",115,美国,3099,1767709,https://movie.douban.com/subject/1767709/,http://www.imdb.com/title/tt0044903,15131,,
法国,3192,大幻影,8.4,1937,让·雷诺阿,"剧情,战争",114,法国,3094,1294808,https://movie.douban.com/subject/1294808/,http://www.imdb.com/title/tt0028950,2117,,
日本,3193,新机动战记高达W,8.4,1998,Yasunao Aoki,"剧情,科幻,动画",90,日本,3058,1401539,https://movie.douban.com/subject/1401539/,http://www.imdb.com/title/tt0260191,7167,,
法国,3194,五至七时的奇奥,8.4,1962,阿涅斯·瓦尔达,"剧情,喜剧,音乐",90,法国 / 意大利,3011,1294565,https://movie.douban.com/subject/1294565/,http://www.imdb.com/title/tt0055852,6732,,
日本,3195,团子大家族：另一个世界,8.4,2009,石原立也,"动画,短片",,日本,2998,3927686,https://movie.douban.com/subject/3927686/,http://www.imdb.com/title/tt1468303,7325,,
比利时,3196,孤独,8.4,1989,奥利维尔·斯默尔德斯,"纪录片,短片",,比利时,2995,1962623,https://movie.douban.com/subject/1962623/,http://www.imdb.com/title/tt0423149,9869,,
美国,3197,终极战役,8.4,2003,Andy Jones 安迪·琼斯,"动作,科幻,动画,短片",,美国,2918,2049545,https://movie.douban.com/subject/2049545/,http://www.imdb.com/title/tt0350934,2067,,
英国,3198,神秘博士：下一位博士,8.4,2008,Andy Goddard,科幻,60,英国,2797,4249649,https://movie.douban.com/subject/4249649/,http://www.imdb.com/title/tt1321969,24224,,
伊朗,3199,特写,8.4,1990,阿巴斯·基亚罗斯塔米,"剧情,犯罪",98,伊朗,2735,1303521,https://movie.douban.com/subject/1303521/,http://www.imdb.com/title/tt0100234,9335,,
日本,3200,为你取名的那一天,8.4,2015,山田茜,剧情,107,日本,2652,26810837,https://movie.douban.com/subject/26810837/,http://www.imdb.com/title/tt5167942,13503,,
中国大陆,3201,金色的海螺,8.4,1963,万古蟾,"爱情,动画,短片",35,中国大陆,2629,1466115,https://movie.douban.com/subject/1466115/,,11105,,
英国,3202,探戈课,8.4,1997,莎莉·波特,"剧情,爱情,音乐",100,英国 / 法国 / 阿根廷 / 德国 / 荷兰,2533,1306960,https://movie.douban.com/subject/1306960/,http://www.imdb.com/title/tt0120275,5279,,
日本,3203,道成寺,8.4,1976,川本喜八郎,"动画,短片",19,日本,2440,1999609,https://movie.douban.com/subject/1999609/,http://www.imdb.com/title/tt1743330,8276,,
