i00_are0,i01_indx,i02_name,i03_rate,i04_year,i05_drct,i06_type,i07_long,i08_area,i09_cmnt,i10_sbid,i11_dlnk,i12_ilnk,i13_loop,i14_dtop,
加拿大,13575,盒子,7,1989,考·浩德曼,"动画,短片",10,加拿大,102,1468166,https://movie.douban.com/subject/1468166/,http://www.imdb.com/title/tt0096973,13575,,
中国大陆,13899,盒子,7,2001,英未未,,89,中国大陆,92,2287860,https://movie.douban.com/subject/2287860/,,13899,,
美国,5004,盒子怪,7.7,2014,格雷厄姆·安纳布尔,"剧情,动画,儿童,奇幻",96,美国,17764,21350559,https://movie.douban.com/subject/21350559/,http://www.imdb.com/title/tt0787474,5004,,
匈牙利,10199,贺根森林战役,7.8,1998,John Irvin,"剧情,历史,战争",95,匈牙利 / 美国,1258,1305022,https://movie.douban.com/subject/1305022/,http://www.imdb.com/title/tt0135706,10199,,
美国,6587,赫伯和多乐茜,8.8,2008,Megumi Sasaki,"纪录片,传记",,美国,90,3744753,https://movie.douban.com/subject/3744753/,http://www.imdb.com/title/tt1227929,6587,,
美国,5584,赫尔佐格吃他的鞋,7.7,1980,莱斯·布兰克,"纪录片,短片",20,美国,700,1434233,https://movie.douban.com/subject/1434233/,http://www.imdb.com/title/tt0081746,5584,,
西德,13222,赫尔佐格的自画像,8.2,1986,维尔纳·赫尔佐格,"纪录片,短片",28,西德,108,3013677,https://movie.douban.com/subject/3013677/,http://www.imdb.com/title/tt0796829,13222,,
Turkey,14162,赫梯帝国,8,2003,Tolga ?rnek,纪录片,,Turkey,71,26410051,https://movie.douban.com/subject/26410051/,http://www.imdb.com/title/tt0366578,14162,,
日本,5583,鹤屋和熏干酪,8,2009,武本康弘,动画,,日本,1979,3658905,https://movie.douban.com/subject/3658905/,http://www.imdb.com/title/tt1386580,5583,,
苏联,13682,鹤之羽,7.4,1977,Ideya Garanina,动画,,苏联,61,4164707,https://movie.douban.com/subject/4164707/,http://www.imdb.com/title/tt1919211,13682,,
捷克斯洛伐克,3776,黑暗,8.9,1989,杨·史云梅耶,"喜剧,动画,短片,奇幻",7,捷克斯洛伐克,3916,1422233,https://movie.douban.com/subject/1422233/,http://www.imdb.com/title/tt0098481,3776,,
美国,2221,黑暗的日子,8.2,2000,Marc Singer,纪录片,94,美国,168,1444502,https://movie.douban.com/subject/1444502/,http://www.imdb.com/title/tt0235327,2221,,
美国,3252,黑暗的胜利,7.3,1939,爱德芒德·古尔丁,"剧情,爱情",104,美国,210,1299991,https://movie.douban.com/subject/1299991/,http://www.imdb.com/title/tt0031210,3252,,
西班牙,6858,黑暗的习惯,7.1,1983,佩德罗·阿莫多瓦,"剧情,喜剧",114,西班牙,589,1300203,https://movie.douban.com/subject/1300203/,http://www.imdb.com/title/tt0085496,6858,,
德国,18445,黑暗笼罩之时,7.6,2006,Anders Nilsson,剧情,133,德国 / 瑞典,93,2043178,https://movie.douban.com/subject/2043178/,http://www.imdb.com/title/tt0782700,18445,,
波兰,16885,黑暗弥漫,7.7,2011,阿格涅丝卡·霍兰,"剧情,战争",138,波兰 / 德国 / 加拿大,3735,3671938,https://movie.douban.com/subject/3671938/,http://www.imdb.com/title/tt1417075,16885,,
哥伦比亚,4343,黑暗面,8.1,2011,安德雷斯·拜兹,"剧情,悬疑,惊悚",97,哥伦比亚 / 西班牙,73371,6536180,https://movie.douban.com/subject/6536180/,http://www.imdb.com/title/tt1772250,4343,,
英国,1235,黑暗侵袭,7.5,2005,尼尔·马歇尔,"剧情,悬疑,恐怖",99,英国,57106,1437109,https://movie.douban.com/subject/1437109/,http://www.imdb.com/title/tt0435625,1235,,
美国,10798,黑暗正义联盟,7.3,2017,杰伊·欧力瓦,"动作,科幻,动画,惊悚,奇幻",75,美国,3114,26277361,https://movie.douban.com/subject/26277361/,http://www.imdb.com/title/tt2494376,10798,,
台湾,1930,黑暗之光,8.1,1999,张作骥,剧情,106,台湾,1887,1301098,https://movie.douban.com/subject/1301098/,http://www.imdb.com/title/tt0200689,1930,,
波兰,20396,黑暗之家,7.6,2009,沃伊茨耶赫·斯玛尔佐夫斯基,"剧情,惊悚,犯罪",105,波兰,1095,4036969,https://movie.douban.com/subject/4036969/,http://www.imdb.com/title/tt1485698,20396,,
法国,5646,黑暗之课,8.2,1992,维尔纳·赫尔佐格,"科幻,纪录片,战争",50,法国 / 英国 / 德国,219,1419365,https://movie.douban.com/subject/1419365/,http://www.imdb.com/title/tt0104706,5646,,
美国,3768,黑暗之心,8.5,1991,Fax Bahr,纪录片,96,美国,507,1296581,https://movie.douban.com/subject/1296581/,http://www.imdb.com/title/tt0102015,3768,,
瑞士,7156,黑暗之星:H.R.吉格的世界,8.5,2014,Belinda Sallin,"纪录片,传记",95,瑞士,343,26320793,https://movie.douban.com/subject/26320793/,http://www.imdb.com/title/tt4074502,7156,,
日本,7549,黑暗中的十个女人,7.4,1961,市川昆,剧情,105,日本,251,1782904,https://movie.douban.com/subject/1782904/,http://www.imdb.com/title/tt0055062,7549,,
丹麦,746,黑暗中的舞者,8.3,2000,拉斯·冯·提尔,"剧情,歌舞",140,丹麦 / 西班牙 / 阿根廷 / 德国 / 荷兰 / 意大利 / 美国 / 英国 / 法国 / 瑞典 / 芬兰 / 冰岛 / 挪威,62604,1291562,https://movie.douban.com/subject/1291562/,http://www.imdb.com/title/tt0168629,746,,
意大利,19934,黑暗中的音符,7.4,1977,卢乔·富尔奇,"悬疑,恐怖",95,意大利,180,2136831,https://movie.douban.com/subject/2136831/,http://www.imdb.com/title/tt0075614,19934,,
英国,5360,黑暗中漫舞：物理学的末日？,7.7,2015,Peter Leonard,纪录片,,英国,77,26352454,https://movie.douban.com/subject/26352454/,http://www.imdb.com/title/tt4558678,5360,,
中国大陆,13498,黑白人间,8.5,1992,王秉林 ,犯罪,,中国大陆,65,1303993,https://movie.douban.com/subject/1303993/,http://www.imdb.com/title/tt0339118,13498,,
美国,22233,黑白游龙,7.5,1992,罗恩·谢尔顿,"剧情,喜剧,运动",115,美国,1394,1304629,https://movie.douban.com/subject/1304629/,http://www.imdb.com/title/tt0105812,22233,,
中国大陆,19474,黑白照片,7.1,2010,舒浩仑,剧情,,中国大陆,234,5268683,https://movie.douban.com/subject/5268683/,http://www.imdb.com/title/tt1802807,19474,,
日本,16312,黑板,7.6,2012,平野俊一,剧情,108,日本,1209,10461377,https://movie.douban.com/subject/10461377/,http://www.imdb.com/title/tt2303125,16312,,
日本,9441,黑板,7.7,2012,平野俊一,剧情,116,日本,2188,10461376,https://movie.douban.com/subject/10461376/,http://www.imdb.com/title/tt2283275,9441,,
伊朗,17635,黑板,8.1,2000,莎米拉·玛克玛尔巴夫,"剧情,战争",85,伊朗 / 意大利 / 日本,3030,1304952,https://movie.douban.com/subject/1304952/,http://www.imdb.com/title/tt0246266,17635,,
美国,4681,黑板丛林,7.9,1955,理查德·布鲁克斯,剧情,101,美国,146,1296004,https://movie.douban.com/subject/1296004/,http://www.imdb.com/title/tt0047885,4681,,
美国,8018,黑帮掌门人,7.2,1998,吉姆·艾布拉姆斯,"喜剧,犯罪",83,美国,225,1294763,https://movie.douban.com/subject/1294763/,http://www.imdb.com/title/tt0120741/,8018,,
台湾,3249,黑潮,7.4,2009,钮承泽,,,台湾,261,3713668,https://movie.douban.com/subject/3713668/,,3249,,
美国,5119,黑潮,8,1992,斯派克·李,"剧情,传记,历史",202,美国 / 日本,1849,1292681,https://movie.douban.com/subject/1292681/,http://www.imdb.com/title/tt0104797,5119,,
法国,1680,黑道快餐店,8.3,2007,塞缪尔·本谢区特,"剧情,喜剧,犯罪",113,法国,10663,2367134,https://movie.douban.com/subject/2367134/,http://www.imdb.com/title/tt0827713,1680,,
德国,19445,黑道新鲜人,7.2,2006,德特勒夫·布克,"剧情,犯罪",98,德国,444,1582136,https://movie.douban.com/subject/1582136/,http://www.imdb.com/title/tt0475317,19445,,
法国,1076,黑店狂想曲,8.1,1991,马克·卡罗,"喜剧,奇幻",99,法国,29750,1306666,https://movie.douban.com/subject/1306666/,http://www.imdb.com/title/tt0101700,1076,,
荷兰,14170,黑蝶漫舞,7.4,2011,保·范·德·奥斯特,"剧情,传记",100,荷兰 / 德国 / 南非,1168,3072159,https://movie.douban.com/subject/3072159/,http://www.imdb.com/title/tt0906778,14170,,
中国大陆,21746,黑洞,7.2,2007,李晟,"动画,短片",,中国大陆,54,4316606,https://movie.douban.com/subject/4316606/,,21746,,
英国,10877,黑洞,8.1,2008,菲利普·桑森,"剧情,短片,犯罪",3,英国,20246,4016948,https://movie.douban.com/subject/4016948/,http://www.imdb.com/title/tt1430144,10877,,
美国,678,黑洞频率,8.3,2000,格里高利·霍布里特,"剧情,科幻,惊悚,家庭,犯罪",118,美国,56238,1294183,https://movie.douban.com/subject/1294183/,http://www.imdb.com/title/tt0186151,678,,
中国大陆,16269,黑公鸡,7.7,1980,浦稼祥,"动画,短片",11,中国大陆,1273,2158665,https://movie.douban.com/subject/2158665/,,16269,,
英国,17868,黑狗,7.7,1987,艾莉森·狄薇,"动画,短片",18,英国,183,3205368,https://movie.douban.com/subject/3205368/,http://www.imdb.com/title/tt0985085,17868,,
台湾,21670,黑狗来了,7.5,2004,尹祺,喜剧,,台湾,586,1457410,https://movie.douban.com/subject/1457410/,http://www.imdb.com/title/tt0490428,21670,,
芬兰,16128,黑蝴蝶之家,7.5,2008,多姆·卡如库斯基,剧情,105,芬兰,954,3224592,https://movie.douban.com/subject/3224592/,http://www.imdb.com/title/tt0997188,16128,,
泰国,18574,黑虎的眼泪,7.4,2000,韦西·沙赞那庭,"喜剧,动作,爱情",110,泰国,150,1297244,https://movie.douban.com/subject/1297244/,http://www.imdb.com/title/tt0269217,18574,,
香港,855,黑金,7.6,1997,麦当杰,犯罪,125,香港,24997,1292962,https://movie.douban.com/subject/1292962/,http://www.imdb.com/title/tt0156588,855,,
美国,2570,黑金,8.1,2009,Lowell Bergman,纪录片,,美国,65,3672012,https://movie.douban.com/subject/3672012/,http://www.imdb.com/title/tt1389977,2570,,
英国,5217,黑金,8.2,2006,Marc Francis,纪录片,78,英国 / 美国,548,1876031,https://movie.douban.com/subject/1876031/,http://www.imdb.com/title/tt0492447,5217,,
西班牙,23450,黑荆棘,7.5,2011,马特奥·希尔,西部,102,西班牙 / 法国 / 玻利维亚 / 英国,1168,5153904,https://movie.douban.com/subject/5153904/,http://www.imdb.com/title/tt1629705,23450,,
美国,4850,黑鲸,8.6,2013,加芙列拉·考珀斯维特,纪录片,83,美国,3892,20415226,https://movie.douban.com/subject/20415226/,http://www.imdb.com/title/tt2545118,4850,,
英国,16447,黑镜：圣诞特别篇,9.1,2014,卡尔·蒂贝茨,"剧情,科幻,惊悚",74,英国,57894,25964630,https://movie.douban.com/subject/25964630/,http://www.imdb.com/title/tt3973198,16447,,
英国,15434,黑爵士再启程,9.1,2008,Matt O'Casey,纪录片,,英国,77,3987344,https://movie.douban.com/subject/3987344/,http://www.imdb.com/title/tt1347512,15434,,
UK,20238,黑爵士之骑士时代,8.6,1988,Mandie Fletcher,"剧情,爱情,家庭,古装",15,UK / BBC,465,1999663,https://movie.douban.com/subject/1999663/,http://www.imdb.com/title/tt0137390,20238,,
英国,16560,黑爵士之千禧特辑,8.6,1999,保罗·韦兰德,"喜剧,科幻,短片,历史",33,英国,1041,1746584,https://movie.douban.com/subject/1746584/,http://www.imdb.com/title/tt0212579,16560,,
英国,16926,黑爵士之圣诞颂歌,8.7,1988,Richard Boden,"喜剧,历史",43,英国,725,1999689,https://movie.douban.com/subject/1999689/,http://www.imdb.com/title/tt0094754,16926,,
香港,14730,黑骏马,7.7,1995,谢飞,剧情,103,香港 / 中国大陆,1444,1401481,https://movie.douban.com/subject/1401481/,http://www.imdb.com/title/tt0116511,14730,,
美国,4009,黑骏马,8.6,1994,卡罗琳·汤普森,"剧情,冒险",88,美国 / 英国,1794,1293266,https://movie.douban.com/subject/1293266/,http://www.imdb.com/title/tt0109279,4009,,
加拿大,6106,黑咖啡,8.1,2005,Irene Lilienheim Angelico,纪录片,174,加拿大,450,5196482,https://movie.douban.com/subject/5196482/,http://www.imdb.com/title/tt0963976,6106,,
美国,101,黑客帝国,8.8,1999,莉莉·沃卓斯基,"动作,科幻",136,美国 / 澳大利亚,267985,1291843,https://movie.douban.com/subject/1291843/,http://www.imdb.com/title/tt0133093,101,69,
美国,299,黑客帝国2：重装上阵,8.4,2003,莉莉·沃卓斯基,"动作,科幻",138,美国 / 澳大利亚,133979,1304141,https://movie.douban.com/subject/1304141/,http://www.imdb.com/title/tt0234215,299,,
美国,51,黑客帝国3：矩阵革命,8.5,2003,莉莉·沃卓斯基,"动作,科幻",129,美国 / 澳大利亚,143332,1302467,https://movie.douban.com/subject/1302467/,http://www.imdb.com/title/tt0242653,51,209,
美国,770,黑客帝国动画版,8.7,2003,钟彼得,"剧情,动作,科幻,动画",102,美国,30167,1292347,https://movie.douban.com/subject/1292347/,http://www.imdb.com/title/tt0328832,770,,
美国,4205,黑兰花,7.5,1958,Martin Ritt,剧情,94,美国,63,5060368,https://movie.douban.com/subject/5060368/,http://www.imdb.com/title/tt0052631,4205,,
日本,4128,黑猫,7.8,1968,新藤兼人,"剧情,爱情,恐怖,奇幻",99,日本,1520,1472301,https://movie.douban.com/subject/1472301/,http://www.imdb.com/title/tt0122136,4128,,
南斯拉夫联邦共和国,6314,黑猫白猫,8.5,1998,埃米尔·库斯图里卡,"喜剧,爱情,音乐",127,南斯拉夫联邦共和国 / 法国 / 德国 / 奥地利 / 希腊 / 美国,9389,1293236,https://movie.douban.com/subject/1293236/,http://www.imdb.com/title/tt0118843,6314,,
英国,16197,黑幕风云,7,2002,Patrick Harkins,剧情,85,英国 / 美国,91,1441089,https://movie.douban.com/subject/1441089/,http://www.imdb.com/title/tt0243904,16197,,
波兰,9332,黑幕风云,7.1,1977,克日什托夫·扎努西,"剧情,喜剧",106,波兰,191,1306013,https://movie.douban.com/subject/1306013/,http://www.imdb.com/title/tt0075730,9332,,
加拿大,11610,黑袍,7.5,1991,布鲁斯·贝尔斯福德,"剧情,历史,冒险",101,加拿大 / 澳大利亚,267,1293664,https://movie.douban.com/subject/1293664/,http://www.imdb.com/title/tt0101465,11610,,
中国大陆,22593,黑炮事件,8.2,1986,黄建新,喜剧,95,中国大陆,4966,1434269,https://movie.douban.com/subject/1434269/,http://www.imdb.com/title/tt0091190,22593,,
台湾,11188,黑皮与白牙,7.9,1987,楊立國,剧情,97,台湾,121,3145126,https://movie.douban.com/subject/3145126/,http://www.imdb.com/title/tt2903634,11188,,
澳大利亚,19686,黑气球,7.6,2008,艾丽莎·唐恩,剧情,97,澳大利亚 / 英国,4077,2134296,https://movie.douban.com/subject/2134296/,http://www.imdb.com/title/tt0865297,19686,,
中国大陆,16228,黑三角,7.1,1977,刘春霖,动作,89,中国大陆,806,1307910,https://movie.douban.com/subject/1307910/,http://www.imdb.com/title/tt0339127,16228,,
法国,6973,黑色安息日,7.2,1963,马里奥·巴瓦,恐怖,92,法国 / 意大利 / 美国,316,1300568,https://movie.douban.com/subject/1300568/,http://www.imdb.com/title/tt0057603,6973,,
美国,12093,黑色爆潮,9.1,2004,Patrick Paulson,纪录片,109,美国,120,1547085,https://movie.douban.com/subject/1547085/,http://www.imdb.com/title/tt0428518,12093,,
India,24988,黑色的风采,8.6,2005,Sanjay Leela Bhansali,剧情,122,India,716,1432782,https://movie.douban.com/subject/1432782/,http://www.imdb.com/title/tt0375611,24988,,
美国,18564,黑色港湾,7.9,1998,Adam Coleman Howard,"剧情,惊悚,同性",96,美国,1007,1301877,https://movie.douban.com/subject/1301877/,http://www.imdb.com/title/tt0129023,18564,,
美国,12013,黑色警报,9.1,2013,Ryan McGarry,"剧情,纪录片",78,美国,89,24522843,https://movie.douban.com/subject/24522843/,http://www.imdb.com/title/tt2759372,12013,,
西班牙,23930,黑色面包,7.4,2010,奥古斯汀·维拉罗伽 ,剧情,108,西班牙,3133,3793798,https://movie.douban.com/subject/3793798/,http://www.imdb.com/title/tt1454523,23930,,
法国,10902,黑色魔鬼,7.7,1905,乔治·梅里爱,"喜剧,短片,奇幻",,法国,216,1903676,https://movie.douban.com/subject/1903676/,http://www.imdb.com/title/tt0215575,10902,,
日本,14598,黑色皮革手册：白暗,7.7,2005,松田秀知,"剧情,悬疑",120,日本,3252,2025160,https://movie.douban.com/subject/2025160/,http://www.imdb.com/title/tt0923767,14598,,
加拿大,22137,黑色闪电,7.2,2016,斯蒂芬·霍普金斯,"剧情,传记,运动",134,加拿大 / 德国,2406,25928763,https://movie.douban.com/subject/25928763/,http://www.imdb.com/title/tt3499096,22137,,
日本,12098,黑色试走车,7.3,1962,增村保造,"剧情,动作,悬疑,惊悚,犯罪",95,日本,47,2122781,https://movie.douban.com/subject/2122781/,http://www.imdb.com/title/tt0056158,12098,,
法国,6215,黑色维纳斯,7.8,2010,阿布戴·柯西胥,"剧情,历史",159,法国 / 意大利 / 比利时,355,3619865,https://movie.douban.com/subject/3619865/,http://www.imdb.com/title/tt1401643,6215,,
波兰,9624,黑色小红帽,7.5,1983,皮奥特·杜马拉,"喜剧,动画,短片",,波兰,163,5166727,https://movie.douban.com/subject/5166727/,http://www.imdb.com/title/tt1472592,9624,,
波兰,10343,黑色星期四,7.8,2011,Antoni Krauze,剧情,,波兰 Poland,229,6772789,https://movie.douban.com/subject/6772789/,http://www.imdb.com/title/tt1808045,10343,,
美国,20762,黑色星期天,7.2,1977,约翰·弗兰克海默,"剧情,动作,惊悚",143,美国,79,1499656,https://movie.douban.com/subject/1499656/,http://www.imdb.com/title/tt0075765,20762,,
保加利亚,19797,黑煞星暴走罪恶城,7.2,2008,亚沃尔·格尔德夫,"剧情,悬疑,犯罪",92,保加利亚,280,3233943,https://movie.douban.com/subject/3233943/,http://www.imdb.com/title/tt1264914,19797,,
香港,452,黑社会,7.9,2005,杜琪峰,"剧情,惊悚,犯罪",100,香港,62271,1309220,https://movie.douban.com/subject/1309220/,http://www.imdb.com/title/tt0434008,452,,
香港,862,黑社会2：以和为贵,7.7,2006,杜琪峰,"剧情,惊悚,犯罪",92,香港,48422,1484760,https://movie.douban.com/subject/1484760/,http://www.imdb.com/title/tt0491244,862,,
日本,8807,黑社会战争,7.3,1977,中島貞夫,"剧情,犯罪",132,日本,46,2136631,https://movie.douban.com/subject/2136631/,http://www.imdb.com/title/tt0144693,8807,,
美国,6738,黑神驹,8.4,1979,卡罗尔·巴拉德,"家庭,冒险,运动",118,美国,1097,1303287,https://movie.douban.com/subject/1303287/,http://www.imdb.com/title/tt0078872,6738,,
意大利,15303,黑手党只在夏天杀人,7.3,2013,Pif,"喜剧,爱情,犯罪",90,意大利,2627,25823076,https://movie.douban.com/subject/25823076/,http://www.imdb.com/title/tt3374966,15303,,
英国,4558,黑水仙,7.7,1947,迈克尔·鲍威尔,剧情,100,英国,1068,1292733,https://movie.douban.com/subject/1292733/,http://www.imdb.com/title/tt0039192,4558,,
英国,21130,黑桃王后,7.6,1949,Thorold Dickinson,"剧情,恐怖",95,英国,77,3788392,https://movie.douban.com/subject/3788392/,http://www.imdb.com/title/tt0041776,21130,,
美国,7998,黑天鹅,7.4,1942,亨利·金,"家庭,历史,冒险",87,美国,60,1295435,https://movie.douban.com/subject/1295435/,http://www.imdb.com/title/tt0034522,7998,,
